0,1000,1500,2000,2500,3000,3500,4000
4,1.259257,4.425697,11.056453,21.467081,40.011932,73.690654,139.009477
8,0.621625,2.305544,6.113839,11.221051,20.602835,38.755048,65.497215
12,0.62401,1.977438,5.258195,10.108874,18.930237,32.592512,55.69895
16,0.565702,1.918882,5.091919,10.120439,18.94662,31.954477,52.126493
4,1.010906,3.8077,10.747619,20.9477,40.923266,77.142714,138.394235
8,0.617903,2.254018,6.206194,11.471041,21.167006,38.480892,65.617493
12,0.628345,2.01001,5.360125,10.639348,19.851393,34.646637,57.714327
16,0.558506,1.949893,5.299264,10.389316,18.831941,32.423352,53.939697
4,1.016067,3.81249,10.784437,22.084529,40.009283,76.86041,137.759378
8,0.731952,2.275382,6.160214,11.879842,21.606201,38.639057,65.896631
12,0.602066,2.120557,5.494765,10.799301,19.834715,33.868982,57.890628
16,0.573987,1.97246,5.393203,10.412356,18.829679,32.684233,54.562042
4,1.02914,3.886906,11.093705,21.832274,40.068018,78.892502,140.304135
8,0.644619,2.261944,6.259296,11.819995,21.849203,40.5108,67.562157
12,0.611503,2.014911,5.348938,10.992092,19.732665,35.126568,59.052502
16,0.571681,1.949879,5.568567,10.681211,18.908528,32.960993,54.686859
4,1.053412,3.826537,11.893281,21.358973,40.271928,81.485252,141.238047
8,0.619696,2.224796,6.299429,11.737611,22.012201,41.045835,68.543538
12,0.62597,2.001435,5.510874,10.66379,19.550962,35.587417,58.867847
16,0.569845,1.983561,5.466768,10.491349,18.95436,33.520706,54.721755
4,1.016991,3.846974,10.88535,21.265806,40.081802,81.76379,143.557162
8,0.622056,2.27053,6.246635,11.620945,21.755544,41.733441,68.346556
12,0.616487,2.185865,5.722356,10.703068,20.190136,35.668254,59.876984
16,0.559654,1.985438,5.533207,10.586464,19.029017,33.305306,55.091283
4,1.068123,3.948551,11.117936,21.616525,40.53595,82.007533,145.007026
8,0.634839,2.282552,6.248942,11.672112,22.173889,41.541193,70.331537
12,0.647791,2.223311,5.650587,10.801506,20.000029,36.306989,59.975223
16,0.556759,1.981513,5.567946,10.698218,19.257407,34.208655,55.983211
