4,1.063871,4.280685,11.253224,26.272821,43.967469,76.461139,107.478353
8,0.747987,2.718518,7.343267,17.454877,28.433933,49.563142,72.635236
12,0.579231,2.244269,6.041805,13.133622,22.426197,38.922205,61.205252
16,0.538112,2.065358,5.372605,11.470079,21.197300,35.084762,50.971463
4,1.095623,4.263504,11.360408,26.550619,44.308529,77.024982,110.600270
8,0.709619,2.813545,7.341227,17.109266,28.200410,51.011486,75.109695
12,0.697254,2.606547,6.065312,13.001887,22.910735,39.852495,60.724401
16,0.535192,2.064675,5.014769,10.964721,20.114188,35.488074,51.359454
4,1.072020,4.319809,11.141097,26.404377,44.428746,77.930802,111.041413
8,0.661312,2.760235,7.542894,17.772291,28.490903,50.351157,74.627181
12,0.548190,2.211777,6.085688,14.036403,22.877134,40.450195,61.370857
16,0.569778,1.870467,5.343523,11.465471,20.105369,35.838886,52.795266
4,1.065672,4.234920,11.350195,26.474682,44.205884,77.540978,111.943759
8,0.736490,2.758440,7.194609,17.061973,29.560649,51.141564,73.257958
12,0.573850,2.295763,6.028169,13.390802,22.727829,40.893790,62.118800
16,0.643143,1.971832,5.585469,12.173072,20.907722,35.935040,53.084988
4,1.060196,4.245424,11.779458,26.431395,44.489400,78.073903,110.583723
8,0.775653,2.804910,7.347627,17.152529,28.796811,50.484949,73.960402
12,0.623661,2.239846,6.061370,13.649678,22.804084,40.467387,60.617030
16,0.537637,1.914791,4.949646,11.443690,20.541182,35.645578,52.452986
4,1.119731,4.201203,11.292747,26.763162,44.433119,78.276719,111.056880
8,0.684718,2.853472,7.401844,17.522577,28.096166,50.842462,75.734704
12,0.557041,2.323339,6.522044,14.205186,23.879316,40.188812,60.167614
16,0.513142,1.879183,5.617241,11.521560,20.594632,35.996631,52.264039
4,1.070505,4.358684,11.481928,26.523729,44.408054,77.505934,111.885475
8,0.787919,2.730466,7.353912,17.658204,28.916494,51.759741,73.811523
12,0.726835,2.381831,6.168849,13.706830,22.733894,40.824395,60.811567
16,0.508441,1.917936,4.994753,11.360206,20.528898,36.244344,53.273589
4,1.094530,4.231687,11.414215,26.439408,44.411119,77.781617,113.830129
8,0.655524,2.849678,7.580786,17.572273,29.331288,51.052231,75.720038
12,0.574714,2.249526,6.115222,13.513128,23.581114,40.071363,58.995228
16,0.545425,1.819795,5.376494,11.747175,20.226885,35.924626,52.966775
4,1.056123,4.435777,11.204180,26.619658,44.504420,78.015900,111.340135
8,0.657334,2.892506,7.469377,17.366923,29.630738,51.193802,74.857106
12,0.567711,2.356560,6.154080,14.140452,22.943731,40.088055,60.484506
16,0.596492,2.196681,5.318700,11.384137,20.661357,36.553102,52.337898
4,1.109861,4.226874,11.270877,26.543591,44.093082,77.686718,111.358415
8,0.680464,2.807638,7.381785,17.392157,28.993896,51.054384,73.405823
12,0.651789,2.123241,6.254237,13.669901,23.182066,40.076049,59.459214
16,0.518414,1.856838,5.282148,11.480745,20.835062,36.060307,51.280491
4,1.064543,4.403903,11.569252,26.716039,44.231863,78.102466,114.338056
8,0.689369,3.031033,7.790072,17.684933,29.233380,51.320412,74.989328
12,0.542393,2.272040,6.305860,13.509233,23.131365,39.734202,61.616042
16,0.545387,1.865441,4.905840,11.411153,20.695990,35.714953,51.536389
4,1.071418,4.293195,11.357834,26.474654,44.498019,78.005380,110.803041
8,0.721138,2.777509,7.642298,17.739982,28.996992,51.029369,74.656971
12,0.630162,2.233438,6.335970,13.452029,23.311887,40.095850,61.533042
16,0.586694,1.898036,5.273401,11.300602,20.698206,36.038874,52.359964
4,1.114361,4.322126,11.387924,26.788148,44.379089,78.084359,111.891872
8,0.658725,2.763202,7.533481,17.350064,29.181880,50.226940,75.059791
12,0.680154,2.246346,5.970864,13.261549,23.370546,41.077792,61.551597
16,0.589014,2.016949,5.313416,11.666466,19.986120,35.450415,53.214983
4,1.087524,4.408312,11.643320,26.409563,44.264049,77.660681,111.816192
8,0.723320,2.742716,7.518888,17.146647,28.548091,51.150824,75.166628
12,0.592436,2.179483,5.905768,13.448580,23.085586,40.681027,61.432852
16,0.531075,1.853487,5.158512,11.086941,20.147388,35.874664,52.299157
4,1.065770,4.207942,11.523208,26.696474,44.482045,78.895976,111.870344
8,0.759525,2.824215,7.415928,17.391432,29.100367,51.624304,76.524780
12,0.547618,2.155622,6.069343,13.307425,23.529263,40.494780,62.302738
16,0.522853,1.922231,5.512822,10.956120,20.417587,36.271050,53.694126
